from type \ to type,5-HTPMPV03,AOTU053,AOTU065,AVLP151,AVLP534,Am1,C2,C3,CB0472,CB0566,CB0592,CB0816,CB3089,CB3790,CL104,CT1,DCH,DN1-l,DN1a,DNc01,DNc02,DNg33,DNp11,DNp27,DNp30,Dm1,Dm10,Dm11,Dm12,Dm13,Dm14,Dm15,Dm16,Dm17,Dm18,Dm19,Dm2,Dm20,Dm3p,Dm3q,Dm3v,Dm4,Dm6,Dm8a,Dm8b,Dm9,DmDRA1,DmDRA2,H1,H2,HSE,HSN,HSS,L1,L2,L3,L4,L5,LAL047,LC10a,LC10b,LC10c,LC10d,LC10e,LC10f,LC11,LC12,LC13,LC14a1,LC14a2,LC14b,LC15,LC16,LC17,LC18,LC19,LC20a,LC20b,LC21,LC22,LC24,LC25,LC26,LC27,LC28a,LC29,LC31a,LC31b,LC31c,LC33a,LC34,LC35,LC36,LC37a,LC39,LC4,LC40,LC41,LC43,LC44,LC45,LC46,LC6,LC9,LCe01,LCe01a,LCe01b,LCe02,LCe03,LCe04,LCe05,LCe06,LCe07,LCe08,LCe09,LHPV2i2a,LLPC1,LLPC2,LLPC3,LLPC4,LLPt,LMTe01,LMa1,LMa2,LMa3,LMa4,LMa5,LMt1,LMt2,LMt3,LMt4,LNda,LPC1,LPC2,LPLC1,LPLC2,LPLC4,LPT04_HST,LPT21,LPT22,LPT23,LPT26,LPT27,LPT28,LPT29,LPT30,LPT31,LPT42_Nod4,LPT45_dCal1,LPT47_vCal2,LPT48_vCal3,LPT49,LPT50,LPT51,LPT52,LPT53,LPT54,LPT57,LPT58,LPTe01,LPTe02,LPi01,LPi02,LPi03,LPi04,LPi05,LPi06,LPi07,LPi08,LPi09,LPi10,LPi11,LPi12,LPi13,LPi14,LPi15,LT11,LT1a,LT1b,LT1c,LT1d,LT33,LT34,LT36,LT37,LT38,LT39,LT40,LT41,LT42,LT43,LT47,LT51,LT52,LT53,LT55,LT56,LT57,LT58,LT59,LT60,LT61a,LT61b,LT62,LT63,LT64,LT65,LT66,LT67,LT68,LT69,LT70,LT72,LT73,LT74,LT75,LT76,LT77,LT78,LT79,LT80,LT81,LT82a,LT83,LT84,LT85,LT86,LT87,LTe01,LTe02,LTe03,LTe04,LTe05,LTe06,LTe07,LTe08,LTe09,LTe10,LTe11,LTe12,LTe13,LTe14,LTe15,LTe16,LTe17,LTe18,LTe19,LTe20,LTe21,LTe22,LTe23,LTe24,LTe25,LTe26,LTe27,LTe28,LTe29,LTe30,LTe31,LTe32,LTe33,LTe35,LTe36,LTe37,LTe38a,LTe38b,LTe38c,LTe40,LTe41,LTe42a,LTe42b,LTe42c,LTe43,LTe44,LTe45,LTe46,LTe47,LTe48,LTe49a,LTe49b,LTe49c,LTe49d,LTe49e,LTe49f,LTe50,LTe51,LTe52,LTe53,LTe54,LTe55,LTe56,LTe57,LTe58,LTe59,LTe60,LTe61,LTe62,LTe63,LTe64,LTe65,LTe66,LTe67,LTe68,LTe69,LTe70,LTe71,LTe72,LTe73,LTe74,LTe75,LTe76,Lai,Lat,Lawf1,Lawf2,Li01,Li02,Li03,Li04,Li05,Li06,Li07,Li08,Li09,Li10,Li11,Li12,Li13,Li14,Li15,Li16,Li17,Li18,Li19,Li20,Li21,Li22,Li23,Li24,Li25,Li26,Li27,Li28,Li29,Li30,Li31,Li32,Li33,MC65,MLt1,MLt2,MLt3,MLt4,MLt5,MLt6,MLt7,MLt8,MTe01a,MTe01b,MTe02,MTe03,MTe04,MTe05,MTe06,MTe07,MTe08,MTe09,MTe10,MTe11,MTe12,MTe13,MTe14,MTe15,MTe16,MTe17,MTe18,MTe19,MTe20,MTe21,MTe22,MTe23,MTe24,MTe25,MTe26,MTe27,MTe28,MTe29,MTe30,MTe31,MTe32,MTe33,MTe34,MTe35,MTe36,MTe37,MTe38,MTe39,MTe40,MTe41,MTe42,MTe43,MTe44,MTe45,MTe46,MTe47,MTe48,MTe49,MTe50,MTe51,MTe52,MTe53,MTe54,MeLp1,MeLp2,MeMe_e01,MeMe_e02,MeMe_e03,MeMe_e04,MeMe_e05,MeMe_e06,MeMe_e07,MeMe_e08,MeMe_e09,MeMe_e10,MeTu1,MeTu2a,MeTu2b,MeTu3a,MeTu3b,MeTu3c,MeTu4a,MeTu4b,MeTu4c,MeTu4d,Mi1,Mi10,Mi13,Mi14,Mi15,Mi2,Mi4,Mi9,Nod1,Nod2,Nod3,Nod5,OA-AL2b1,OA-AL2b2,OA-AL2i1,OA-AL2i2,OA-AL2i3,OA-AL2i4,OA-ASM1,PDt,PLP051,PLP068,PLP215,PLP251,Pm01,Pm02,Pm03,Pm04,Pm05,Pm06,Pm07,Pm08,Pm09,Pm10,Pm11,Pm12,Pm13,Pm14,R1-6,R7,R8,Sm01,Sm02,Sm03,Sm04,Sm05,Sm06,Sm07,Sm08,Sm09,Sm10,Sm11,Sm12,Sm13,Sm14,Sm15,Sm16,Sm17,Sm18,Sm19,Sm20,Sm21,Sm22,Sm23,Sm24,Sm25,Sm26,Sm27,Sm28,Sm29,Sm30,Sm31,Sm32,Sm33,Sm34,Sm35,Sm36,Sm37,Sm38,Sm39,Sm40,Sm41,Sm42,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tlp1,Tlp14,Tlp4,Tlp5,Tm1,Tm16,Tm2,Tm20,Tm21,Tm25,Tm27,Tm3,Tm31,Tm32,Tm33,Tm34,Tm35,Tm36,Tm37,Tm4,Tm5a,Tm5b,Tm5c,Tm5d,Tm5e,Tm5f,Tm7,Tm8a,Tm8b,Tm9,TmY10,TmY11,TmY14,TmY15,TmY16,TmY20,TmY3,TmY31,TmY4,TmY5a,TmY9q,TmY9q⊥,VCH,VS1,VS2,VS3,VS4,VS5,VS6,VS7,VS8,VST1,VST2,VSm,Y1,Y11,Y12,Y3,Y4,aMe1,aMe10,aMe12,aMe13,aMe15,aMe17a1,aMe17a2,aMe17b,aMe17c,aMe19a,aMe19b,aMe20,aMe22,aMe25,aMe26,aMe3,aMe4,aMe5,aMe6a,aMe8,aMe9,cL01,cL02a,cL02b,cL02c,cL02d,cL03,cL04,cL05,cL06,cL07,cL08,cL09,cL10,cL11,cL12,cL13,cL14,cL15,cL16,cL17,cL18,cL19,cL20,cL21,cL22a,cL22b,cL22c,cLLP02,cLLPM01,cLLPM02,cLM01,cLP01,cLP02,cLP03,cLP04,cLP05,cLPL01,cM01a,cM01b,cM01c,cM02a,cM02b,cM03,cM04,cM05,cM07,cM08a,cM08b,cM08c,cM09,cM10,cM12,cM13,cM14,cM15,cM16,cM17,cM18,cM19,cML01,cML02,cMLLP01,cMLLP02,l-LNv,mALC3,mALC4,mALC5,mALC6,mALD1,mALD2,s-LNva,vCal1
Tm4,2,,,,,3,259,902,,,264,1,2,,,6,,,,,1,,59,,3,2,8,1,35,,13,14,31,9,3,12,2,10,1,4,32,,5,,,,,,2,,,,,,88,1,17,12,,162,70,2,33,,,151,1193,8,49,22,103,7,2,100,12,,,1,12,16,6,,,,9,128,11,1,,2,,294,14,,55,1628,2,,,,2,,2,4,,,12,,1,,,133,12,,,,333,204,136,1,281,,12,819,954,185,843,48,77,254,207,,12,,670,507,628,,,,,,,,,1,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,2,,1,31,,,,,,4,,,,1,91,5,189,,2,,5,,1,2,12,50,,21,5,97,,,,,,,3,,,14,2,,,,23,197,2,,,,2,,1,,,,,2,,,32,,100,,,,,11,,14,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,16,,,2,,,,,,,,28,,,,,,,3,,,,,1,13,,,,,,,,,,,,,,31,681,298,307,2,,92,121,,,,661,15,1,4,44,39,142,41,,3,330,1290,20,,106,6,1276,3,16,6,1,687,6,10,1,27,3,764,41,,,,,,,1,22,,,,,1,,,5,,,,,,,1,,,,,,,,,14,13,,,19,,,2,,,,,9,,1,1,10,123,,21,2,,,,,716,10,2,1,15,,,,,,,282,551,,,,,,,,,2,,,,12,110,462,1682,1,82,683,25,,,3,6,,,9,20,,,,14,,,,,27,2063,88,26,1115,42,244,308,58,1815,1,2,4,15,,,,,1,,1,1,1,,,16,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,90,619,1664,3,2,4,2,1553,1490,1860,1584,4,1,33,,129,24,79,22,1359,30,140,64,8,1,,9,3,4,,995,3,7,13,1,28,9,6,29,1,7,5,426,1759,2573,765,1,1243,7,6,2538,6,146,,,,,,,,,,,,,11,7,9,86,80,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,1,,,,,,,
Tm5a,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,4,,,,1,,108,13,1,,,,,,,,,,,,,,101,81,408,41,1,,2,,346,12,10,3,9,10,4,,5,9,3,2,3,46,35,262,,49,2,2,4,,,,,,74,18,,1,,,,,,7,2,4,113,196,90,1,13,14,2,1,5,,,,4,1,,1,,1,8,19,,1,,4,,,,,,35,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,1,,,,,,,,,,1,2,1,,,2,216,,,,,,,,,,11,1,17,,,,,,,16,8,7,1,,,,29,1,,37,,,39,,,22,,9,,1,,28,,,,,,,,,1,,,,1,22,,,3,27,5,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,3,12,,,,,,,,,,,,,,,,,,16,,,,,36,32,4,5,54,380,,,363,29,23,484,8,,,,,6,,,,,,3,,,7,20,,1,22,,218,,,1,,,,,,,,5,5,,,,3,1,1,,,,,1,,,,,,,,,,,,,,,,,11,,114,12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,12,1,7,,1,,,2,1,1,1,,,3,,,,,3,,,,,1,2,,,,,,,,1,,4,,,,,,,,,2,,1,,4,23,2,,12,10,12,9,74,,,,4,1,1,,1,,43,192,1,,,7,,7,14,,,20,451,,,32,2,5,,,,188,6,1,,,4,,,,,,,,,,,,,1,1,,,30,,6,1,1,8,10,43,12,145,232,60,,120,20,6,319,153,596,31,3,57,1,15,7,,,1,3,1,120,20,24,1,1,,,,,,,,,,,,,,,1,1,1,,,1,,,,,84,,,,,,,,,,4,,,,,,1,,,,,1,,,,,,,,1,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,15,,,,1,,,,,,,,,,,,1,,,,,
Tm5b,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,1,3,,,,,,,,,23,,,,,5,,16,23,3,,,,,,,,,,,,2,,93,62,244,28,,1,14,,235,5,3,1,8,16,380,2,6,40,87,5,2,12,31,28,,4,3,3,1,2,,,1,,39,,5,4,,3,,,,510,89,2,3,15,13,4,13,16,4,4,,,,1,2,2,2,6,,4,12,5,1,,1,,,1,,,,72,130,113,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,3,,,,,15,1,2,,,6,22,,,1,1,,,,,1,3,,6,1,,,,,,6,,10,9,,1,,,,,6,,,,,2,,,10,,,,3,,,1,2,,,,,,,,,7,7,,,14,1,1,,,8,,,1,,5,,,,,,,,,,5,,,,,,,,,,,,,8,,,8,,,,4,,1,,,,,,,,,,1,,26,,,,1,302,31,10,,296,82,,,543,14,48,257,21,,7,4,3,219,1,,1,,,10,1,1,42,61,,3,5,7,137,,,2,1,,,98,,,2,11,4,3,11,,,,,,,,,,,,,,,,,,3,,,1,,,1,,1,5,3,16,,140,,,7,,2,,1,,,,,,,,,,,1,,,,,,,,1,,,,1,,3,,,,,,2,,1,,1,307,2,1,25,1,95,3,,,,,,,1,,,,22,1,,,,,,,,,6,,,,2,1,,,,3,,1,,16,29,12,1,1,4,12,10,286,,,11,4,1,10,,,15,4,10,266,1,,,,3,2,,,2,17,61,,1,1,5,,,,402,153,5,,,4,,,,,,1,,,,,,,,3,2,2,99,2,9,2,3,45,2,18,4,74,167,70,2,51,273,114,549,18,188,249,18,8,,1,10,3,1,1,1,6,3,,179,1,,,,,,,,,,,,,,,,,2,7,,,,,,,,2,,,,,,,,,,78,,,,,,,,,,,1,,,,,,,,,4,,3,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,3,,1,,,5,,,,,,,,,,,,,,,,,,,,,
Tm5c,,,,,,,,8,,2,1,2,,,,,,,,1,,,,,,,15,1,364,6,,4,3,,2,,1065,349,8,8,50,4,1,11,9,20,3,,,,,,,7,1,9,3,3,,3,90,42,232,25,1,1,206,64,2,27,25,10,6,12,,21,10,5,3,8,4,65,,1,143,26,13,5,14,4,,73,21,50,2,11,56,4,,,2,1,44,1,4,34,14,24,4,16,12,11,22,15,,,60,13,6,9,17,,2,1,4,,15,1,212,,2,,,,78,205,88,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,,2,,2,,,5,36,14,48,,,32,104,2,,62,1,,,22,4,,2,,,3,2,2,,1,38,11,6,1,,,,2,33,,2,,,2,,,,10,,15,,5,4,5,,,5,,1,9,2,11,4,,,2,1,11,4,,,3,,4,,,,7,1,,2,,,1,6,1,,5,1,1,3,,,,,,,,,2,6,,,,,,17,1,4,,,,54,1,,,,,,,,,,,,,,15,3,17,4,47,46,26,222,4,15,230,439,8,8,15,,,13,68,9,,35,4,,,3,1,9,1,68,,2,141,1,148,,47,14,376,4,3,114,1,,26,298,6,10,42,1,4,,,19,1,1,13,1,,,,,,21,,,3,1,1,1,2,,,24,1,4,48,33,,64,,,,1,44,,,,5,,,1,,,4,6,1,16,4,1,,,13,22,1,38,18,1,1,9,,8,,,,5,11,4,,4,1,7,30,36,9,1072,455,366,19,,,,,1,,1,1,4,2,2,13,,,,,,2,,,315,29,4,1,7,12,,,,6,,3,1,22,23,5,94,68,412,49,10,24,23,,84,25,1,113,2,,144,2,4,10,16,,1,1,4,4,1,,3,56,119,,3,10,1,17,,1,201,249,1,3,18,355,16,,,,,1,18,5,,1,,5,3,35,127,1,85,1095,483,45,14,315,14,4,1,9,147,7,12,280,360,8,68,859,258,300,46,214,3,73,9,5,5,,2,8,138,77,168,98,18,,,,,,,,,,,,,62,31,1,2,101,,4,13,,,,,1,1,,29,,,14,2,1,159,78,1,,6,,,,,,,1,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,2,,,,,,,,2,2,1,24,1,4,1,,,,2,,1,,,,,,,1,,,,,,,,
Tm5d,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,61,,,5,,,,,21,,,,,,,8,7,1,,,,,,,,,,1,,,,13,149,286,97,1,1,1,1,7,,3,1,9,3,1,,14,1,28,11,35,37,27,94,,7,4,4,,2,,,,4,1,,,60,,,,21,,10,2,1,76,133,49,2,,2,2,2,11,,,,,,,1,,1,3,1,,,,1,,,,,,13,21,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,54,3,2,,,6,160,,,,,,,,1,,78,,14,,,,,,8,12,1,4,,,,,,,,,1,,52,,,23,,25,,,,,,,6,5,,,,,3,,,,4,164,,,1,21,,,,13,,,1,,2,,,3,15,17,,,,,5,,,,,,,,,,,,,1,,,1,,,,,,,10,,,,,,,,,,,12,,,,,8,30,3,2,110,7,,5,397,163,315,313,41,,,,,9,,,,,,1,,,93,18,,1,,1,16,,,3,,,,22,,,1,52,16,40,1,1,,2,,,,,4,1,1,,10,,1,2,,,3,3,,,,,,1,2,27,100,101,,102,,,17,,34,,,,,,,,1,,1,1,,1,,,,,10,1,,1,,,,1,,77,,,,,,3,,,,1,1,3,,2,4,35,,,,,,3,,,,,,1,,,,,,,,,,13,,,,,,,,1,1,,1,,2,6,5,2,,102,107,8,292,1,3,13,5,,105,,,18,6,6,8,,,,,,8,,,7,28,3,,,2,57,,,,328,164,2,,1,,,,,,,,,,,,,,,,24,,7,,2,3,,346,3,82,4,6,15,91,1,21,49,3,4,12,19,217,76,4,,7,2,1,,10,3,1,225,5,16,,,,,,,,,,,,,,,1,,,9,7,,,1,,,,,1,,,2,,,1,,,,33,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,1,,,,,,,,,,,,,,,,,
Tm5e,4,,,,,,,1,,1,,1,6,2,,1,,,,,,,,1,,,3,,532,1,,,17,,,,13,40,49,9,2,,,3,2,3,,,,,,,,,,,91,,,70,69,263,97,17,23,8,9,105,52,33,16,105,474,10,1,117,7,4,26,12,58,53,1,27,97,8,138,9,14,44,41,58,93,27,9,232,13,3,10,,,,15,3,4,71,87,1,29,39,12,108,4,17,4,,9,10,9,,32,1,5,3,90,,3,2,4,1,3,,,,222,481,185,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,31,,1,,3,,9,,,,,2,1,250,27,90,34,,3,1,13,2,1,5,,,14,,1,1,30,15,1,14,,,16,1,4,11,1,3,1,,5,31,1,3,2,53,5,7,1,,10,7,,,,,3,17,12,6,,6,5,25,30,,25,,,,,26,2,1,6,,3,,7,7,1,13,2,7,2,2,2,17,10,3,4,9,4,,2,37,2,4,3,,18,1,38,8,1,5,1,1,12,9,2,,4,7,14,6,67,1,,6,,,,,,,2,3,,,407,71,59,6,57,,15,168,1,9,5,622,4,22,49,,1,19,25,15,1,,96,,6,4,338,,174,22,5,5,6,4,69,14,4,2,63,,2,2,,12,28,,1,,,,,,,1,,5,,1,27,,3,,,,,,1,,,,,,1,,11,,9,74,23,,,,,,,1,,,,,2,1,,1,45,14,2,,,3,,,1,,,,,3,1,1,,3,1,,2,,,75,3,33,3,4,13,3,3,4,18,16,119,,,,,3,,1,,,,1,1,7,1,2,,,,,,218,,,1,3,,,,1,3,,,,6,10,2,1,3,3,,3,293,,,,2,,,,,2,,2,,,,,1,,223,,7,1,9,14,,1,3,27,,,,4,4,2,,2,146,1,,,,1,4,13,8,13,1,,5,,22,33,4,14,22,31,423,15,1,232,211,11,38,94,120,807,141,7,88,401,5,434,44,13,20,17,422,11,1,503,,7,223,430,119,23,42,148,,,,,,,,,,,,,6,1,2,19,71,,,,,,,,,,,,11,,,,,,1,,,,1,,,,,,223,2,1,7,1,,,,,,2,,1,2,,1,,,,,,7,,,1,,,,,,,,,,,,1,1,,88,2,2,9,6,11,,,,,,,,,,,,,,,,,,,2,,
Tm5f,2,,,,7,,2,,,,,,,,,,,,,,,,,,,,1,1,10,,,,,,,,2,405,68,74,61,1,,37,4,,,,,,,,,,,1,,,,301,17,41,33,3,1,58,2,811,118,2,11,17,354,1317,15,56,223,48,21,2,11,20,13,1,23,15,117,130,59,1,,,1,15,21,47,2,,10,,1,,395,546,1,1,13,1,26,10,4,,,,,,138,7,59,19,11,,16,179,101,1,29,5,13,3,85,,17,,962,1204,22,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,9,1,,2,,,,,,,,,,,1,19,5,2,,3,6,43,1,,1,,23,,,,1,1,,,,,34,19,,,247,109,396,2,,163,5,4,,,56,3,,,,1,,,,1,,,89,1,,1,,,1,,1,,,,4,1,10,,,104,,8,,1,1,,,,,1,,,,3,,,,,,16,,,,3,,,,,,,,1,3,,2,,,,,,,,,,,,,,,,,,,1,,,4,2,358,247,3,,29,1152,,1,17,22,8,20,28,,5,19,772,1425,1,2,2,,,120,1,,8,24,1,6,3,6,68,,3,,,3,,1,,,2,1,4,,,,1,,2,,,,,,,,,,15,,,,,,,,,,4,,8,,1,19,3,,,,,,,,48,,,9,17,1,,,2,3,1,,2,,,,,,,,,1,,,,,1,,,,,,,1,,,138,3,2,,6,26,5,,,,,12,,,1,,,3,1,,,,,,,,,17,,,,,2,,,6,433,,,1,8,402,9,12,3,1,2,2,3,,,1,1,,2,,,1,,,,1,,,,1,2,,,,10,65,,,,,,,,3,4,32,,2,16,5,,,,1,,1,1,,,,,1,11,5,,330,6,109,5,48,11,13,78,13,93,201,349,4,275,293,21,243,456,405,28,5,23,13,349,10,1,4,13,10,1,40,19,507,20,9,,,,,,,,,,,,,3,1,,32,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,3,3,1,2,,,,,,5,,,2,,,,,,,,,,,,,,,8,1,,,,11,,,,1,2,,,,,,,,,,4,,,,,,
Tm7,6,,,,1,,2,,,,,7,,,,,,,,,,,,,,,6,3,4,,,,,,,,26,1,,,1,1,,8,8,1,,,,,,,,,,1,2,,,56,173,285,253,26,5,1,1,22,2,6,16,1,2,,1,1,2,169,6,8,134,5,3,1,61,7,1,,,2,,,1,23,2,3,6,2,1,,,,29,4,1,27,20,57,54,2,27,2,5,8,,,1,3,4,10,23,,2,5,2,1,9,1,,3,,,,1,16,237,138,,,,,,,,,,6,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,3,53,125,7,,,9,36,,,,,,,11,5,,12,2,,,4,1,,,55,43,35,,2,2,,,2,1,22,,,,4,,,,,5,,,,,,14,19,10,1,,1,,21,,,2,,80,5,3,36,,2,5,,8,,1,1,,,6,2,24,15,38,,,,1,11,1,,,,,,,,,2,,5,20,,,2,,,,,,32,3,1,,,,,,,,,,1,,,64,3,102,52,34,26,200,274,2,8,329,351,89,12,76,,,,1,2,,,,,2,5,,,17,49,4,6,7,9,27,,2,17,1,2,1,89,,2,108,4,6,7,,1,,,,,,,2,,10,,1,,,,,,2,,,,,1,8,,2,1,9,34,,69,,,1,,34,,11,2,,7,,13,,,7,2,1,12,6,3,,,3,,,,,,,,,4,,,,,9,1,6,1,,1,406,,2,142,28,407,32,,,,,48,,1,,,3,41,1,,,,,,,,,38,,66,,1,1,,,7,179,,,,50,78,3,18,9,8,21,8,25,95,,,56,1,11,,3,2,1,,2,3,,,1,,23,,,28,17,274,,,2,5,3,,,355,177,17,,1,95,,,,,,,,,,,,,1,,4,,7,1,10,17,1,213,16,249,4,39,45,13,1,153,188,235,183,195,23,176,65,232,1,11,293,1,29,10,24,3,454,55,36,6,13,,,,,,,,,,,,,,,,9,5,,1,,,,,,,,4,2,,,,,,,143,,,12,,,,,,,,1,,,,,,,,,2,,6,,,1,,,,,,7,,,7,,,,,,,,,,,,,,,1,,1,,,2,,,,3,,,,,1,,1,,,,,,,,,,
Tm8a,4,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,44,,,,,1,,,5,1,3,7,3,1,,2,4,,,,,,,,,,,1,,,,5,185,67,234,134,5,,,127,1,29,42,1,1,1,,13,19,138,5,3,109,4,,12,67,2,,1,,63,44,,92,12,13,,237,40,1,,2,5,2,,,1,2,,132,2,3,10,1,,,,7,1,3,,16,,29,95,9,2,4,1,2,6,,,,,,2,201,9,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,,,,1,,1,163,254,75,15,,116,85,28,,,2,,104,39,1,,24,2,9,3,17,4,1,1,,36,37,1,,3,,,2,35,39,,28,2,17,8,,1,13,3,2,,,,1,6,17,44,59,,26,,13,6,1,2,,,17,20,9,1,2,17,1,2,5,,2,13,9,,,43,29,45,6,1,3,5,16,14,26,1,1,1,,17,,2,6,5,34,,,20,23,,1,,,34,50,27,6,,5,1,,,,3,2,5,,,4,2,109,5,116,132,5,142,6,46,69,75,636,256,6,114,,,,,1,4,,,,11,22,,,67,73,11,115,2,8,118,2,1,8,,4,2,,1,,8,,2,,,,,,3,,,,,31,1,,19,,21,,,,2,,,2,,,1,1,,,35,2,1,10,,1,,1,4,,,,1,,,1,,,15,3,1,1,5,,,,10,,,,,5,,,,,1,,,3,3,12,,35,,,2,151,1,,2,134,7,,,,,5,,,,,,3,,33,1,1,,,,,,5,,2,,,2,,1,74,7,,,,2,7,1,1,22,7,8,3,545,,2,,182,3,49,,1,1,10,2,8,3,1,,,,2,,,,123,21,,1,1,233,,,,206,7,88,,,4,,,,,,,,,,,3,1,,1,372,,3,,1,4,,5,205,75,2,145,6,16,2,3,1,31,46,19,4,7,42,48,,20,7,1,52,42,3,,306,243,39,11,56,,,,,,,,,,,,,2,8,2,10,104,,1,,,,,13,2,,,,1,,,,,,,,,,,1,,,2,,2,3,3,3,,,13,,1,2,3,,2,1,,5,,2,3,4,,4,3,1,,,,,,,,,,,,,,,,,,,2,1,1,,,,1,,1,,,,,,,,,,,,1,,,
Tm8b,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,7,5,5,4,3,7,,23,21,2,3,17,2,,,15,41,21,58,122,7,1,3,2,84,23,3,5,5,1,1,1,14,8,3,,69,,6,,13,,138,1,,35,1,2,8,4,,,22,1,1,,,,,,5,,,15,,,3,,,,,,,,119,173,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,13,,,,,,,,3,4,51,,1,,21,56,,1,,,,,6,2,,,,1,5,26,5,2,,1,35,1,4,,1,,,2,1,,,,,1,,,,,4,7,,1,2,,,,,1,,,,1,,,6,,,,1,8,,,,4,,,1,,,1,1,,7,,2,,1,,13,4,1,,,1,,,,,,1,,8,7,2,2,15,5,2,,,1,3,,,,2,,,,,,,,,,,1,1,102,3,,65,12,134,1,11,13,29,43,19,6,,,,,2,,,,,1,7,,,7,2,,6,,,59,,1,5,,,20,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,9,,1,,,,,,,,,,,,2,,1,,,,,,,1,,,,1,,4,,2,,,,,,,1,3,1,,,,,,,,,,,2,,1,,,,,,,,2,,23,,,35,,,,88,,,,,1,1,,6,2,,,34,,,,,,1,,,,,,,,,1,,,,,1,,,2,,1,,1,,1,,2,,5,,1,1,,,,,,,,,,,,,,,106,,6,,1,,,16,5,2,,9,2,4,1,5,1,5,50,11,5,6,45,,1,12,139,,,4,3,,21,2,24,4,2,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,7,,3,2,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,21,,,,1,,,,,,,,,,,,,,1,,,
Tm9,,,,,,,,1,,,16,,,,,750,,,,,,,,,,1,10,,7,2,,,1,,,,1,8,655,671,781,2,,,,10,,,1,,,,,,2,8,,2,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2,5,8,1,1,,,,,,1,,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1,,,,,,,,,24,1,,17,,,2,1,,,,,116,,,,,,,1,,,,9,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,4,,,,1,,,,,,,,,1,,,1,2,,,,1,1,,,,,4,,2,,2,38,294,,,,,,,3,,,,,,,,,,,,1,,,,,,,2,,1,,1,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,12,6,,1,,,2990,2986,3226,2939,,1,,1,119,9,124,188,96,23,1,1,1,,2,1,,13,,15,13,4,4,1,5,402,4,3,1,13,12,4,16,36,5,1,4,1,216,9,535,450,,,,,,,,,,1,,,1,,,4,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,
